g,geracao,p,peso,v,valor,f,fitness
G:,37,peso:,3455,valor:,4212,fitness:,4212
G:,38,peso:,3455,valor:,4212,fitness:,4212
G:,39,peso:,3455,valor:,4212,fitness:,4212
G:,40,peso:,3455,valor:,4212,fitness:,4212
G:,41,peso:,3455,valor:,4212,fitness:,4212
G:,42,peso:,3455,valor:,4212,fitness:,4212
G:,43,peso:,3455,valor:,4212,fitness:,4212
G:,44,peso:,3455,valor:,4212,fitness:,4212
G:,45,peso:,3455,valor:,4212,fitness:,4212
G:,46,peso:,3455,valor:,4212,fitness:,4212
G:,47,peso:,3455,valor:,4212,fitness:,4212
G:,48,peso:,3455,valor:,4212,fitness:,4212
G:,49,peso:,3455,valor:,4212,fitness:,4212
G:,50,peso:,3455,valor:,4212,fitness:,4212
G:,51,peso:,3455,valor:,4212,fitness:,4212
G:,52,peso:,3455,valor:,4212,fitness:,4212
G:,53,peso:,3455,valor:,4212,fitness:,4212
G:,54,peso:,3475,valor:,4243,fitness:,4243
G:,55,peso:,3475,valor:,4243,fitness:,4243
G:,56,peso:,3475,valor:,4243,fitness:,4243
G:,57,peso:,3475,valor:,4243,fitness:,4243
G:,58,peso:,3475,valor:,4243,fitness:,4243
G:,59,peso:,3423,valor:,4259,fitness:,4259
G:,60,peso:,3453,valor:,4294,fitness:,4294
G:,61,peso:,3453,valor:,4294,fitness:,4294
G:,62,peso:,3453,valor:,4294,fitness:,4294
G:,63,peso:,3434,valor:,4302,fitness:,4302
G:,64,peso:,3434,valor:,4302,fitness:,4302
G:,65,peso:,3470,valor:,4315,fitness:,4315
G:,66,peso:,3470,valor:,4315,fitness:,4315
G:,67,peso:,3470,valor:,4315,fitness:,4315
G:,68,peso:,3470,valor:,4315,fitness:,4315
G:,69,peso:,3470,valor:,4315,fitness:,4315
G:,70,peso:,3469,valor:,4332,fitness:,4332
G:,71,peso:,3469,valor:,4332,fitness:,4332
G:,72,peso:,3469,valor:,4332,fitness:,4332
G:,73,peso:,3469,valor:,4332,fitness:,4332
G:,74,peso:,3469,valor:,4332,fitness:,4332
G:,75,peso:,3474,valor:,4356,fitness:,4356
G:,76,peso:,3474,valor:,4356,fitness:,4356
G:,77,peso:,3474,valor:,4356,fitness:,4356
G:,78,peso:,3474,valor:,4356,fitness:,4356
G:,79,peso:,3474,valor:,4356,fitness:,4356
G:,80,peso:,3474,valor:,4356,fitness:,4356
G:,81,peso:,3474,valor:,4356,fitness:,4356
G:,82,peso:,3397,valor:,4365,fitness:,4365
G:,83,peso:,3397,valor:,4365,fitness:,4365
G:,84,peso:,3397,valor:,4365,fitness:,4365
G:,85,peso:,3478,valor:,4373,fitness:,4373
G:,86,peso:,3478,valor:,4373,fitness:,4373
G:,87,peso:,3478,valor:,4373,fitness:,4373
G:,88,peso:,3476,valor:,4378,fitness:,4378
G:,89,peso:,3476,valor:,4378,fitness:,4378
G:,90,peso:,3476,valor:,4378,fitness:,4378
G:,91,peso:,3476,valor:,4378,fitness:,4378
G:,92,peso:,3476,valor:,4378,fitness:,4378
G:,93,peso:,3476,valor:,4378,fitness:,4378
G:,94,peso:,3476,valor:,4378,fitness:,4378
G:,95,peso:,3476,valor:,4378,fitness:,4378
G:,96,peso:,3476,valor:,4378,fitness:,4378
G:,97,peso:,3476,valor:,4378,fitness:,4378
G:,98,peso:,3476,valor:,4378,fitness:,4378
G:,99,peso:,3476,valor:,4378,fitness:,4378
G:,100,peso:,3476,valor:,4378,fitness:,4378
G:,101,peso:,3476,valor:,4378,fitness:,4378
G:,102,peso:,3476,valor:,4378,fitness:,4378
G:,103,peso:,3476,valor:,4378,fitness:,4378
G:,104,peso:,3476,valor:,4378,fitness:,4378
G:,105,peso:,3476,valor:,4378,fitness:,4378
G:,106,peso:,3476,valor:,4378,fitness:,4378
G:,107,peso:,3476,valor:,4378,fitness:,4378
G:,108,peso:,3476,valor:,4378,fitness:,4378
G:,109,peso:,3476,valor:,4378,fitness:,4378
G:,110,peso:,3476,valor:,4378,fitness:,4378
G:,111,peso:,3476,valor:,4378,fitness:,4378
G:,112,peso:,3476,valor:,4378,fitness:,4378
G:,113,peso:,3476,valor:,4378,fitness:,4378
G:,114,peso:,3476,valor:,4378,fitness:,4378
G:,115,peso:,3476,valor:,4378,fitness:,4378
G:,116,peso:,3476,valor:,4378,fitness:,4378
G:,117,peso:,3476,valor:,4378,fitness:,4378
G:,118,peso:,3443,valor:,4417,fitness:,4417
G:,119,peso:,3443,valor:,4417,fitness:,4417
G:,120,peso:,3443,valor:,4417,fitness:,4417
G:,121,peso:,3479,valor:,4430,fitness:,4430
G:,122,peso:,3479,valor:,4430,fitness:,4430
G:,123,peso:,3479,valor:,4430,fitness:,4430
G:,124,peso:,3460,valor:,4451,fitness:,4451
G:,125,peso:,3460,valor:,4451,fitness:,4451
G:,126,peso:,3460,valor:,4451,fitness:,4451
G:,127,peso:,3460,valor:,4451,fitness:,4451
G:,128,peso:,3460,valor:,4451,fitness:,4451
G:,129,peso:,3460,valor:,4451,fitness:,4451
G:,130,peso:,3460,valor:,4451,fitness:,4451
G:,131,peso:,3460,valor:,4451,fitness:,4451
G:,132,peso:,3460,valor:,4451,fitness:,4451
G:,133,peso:,3460,valor:,4451,fitness:,4451
G:,134,peso:,3460,valor:,4451,fitness:,4451
G:,135,peso:,3460,valor:,4451,fitness:,4451
G:,136,peso:,3460,valor:,4451,fitness:,4451
G:,137,peso:,3460,valor:,4451,fitness:,4451
G:,138,peso:,3460,valor:,4451,fitness:,4451
G:,139,peso:,3460,valor:,4451,fitness:,4451
G:,140,peso:,3460,valor:,4451,fitness:,4451
G:,141,peso:,3460,valor:,4451,fitness:,4451
G:,142,peso:,3460,valor:,4451,fitness:,4451
G:,143,peso:,3460,valor:,4451,fitness:,4451
G:,144,peso:,3460,valor:,4451,fitness:,4451
G:,145,peso:,3460,valor:,4451,fitness:,4451
G:,146,peso:,3472,valor:,4462,fitness:,4462
G:,147,peso:,3472,valor:,4462,fitness:,4462
G:,148,peso:,3472,valor:,4462,fitness:,4462
G:,149,peso:,3472,valor:,4462,fitness:,4462
G:,150,peso:,3472,valor:,4462,fitness:,4462
G:,151,peso:,3472,valor:,4462,fitness:,4462
G:,152,peso:,3472,valor:,4462,fitness:,4462
G:,153,peso:,3472,valor:,4462,fitness:,4462
G:,154,peso:,3472,valor:,4462,fitness:,4462
G:,155,peso:,3472,valor:,4462,fitness:,4462
G:,156,peso:,3472,valor:,4462,fitness:,4462
G:,157,peso:,3472,valor:,4462,fitness:,4462
G:,158,peso:,3472,valor:,4462,fitness:,4462
G:,159,peso:,3472,valor:,4462,fitness:,4462
G:,160,peso:,3472,valor:,4462,fitness:,4462
G:,161,peso:,3472,valor:,4462,fitness:,4462
G:,162,peso:,3472,valor:,4462,fitness:,4462
G:,163,peso:,3472,valor:,4462,fitness:,4462
G:,164,peso:,3472,valor:,4462,fitness:,4462
G:,165,peso:,3472,valor:,4462,fitness:,4462
G:,166,peso:,3472,valor:,4462,fitness:,4462
G:,167,peso:,3472,valor:,4462,fitness:,4462
G:,168,peso:,3472,valor:,4462,fitness:,4462
G:,169,peso:,3472,valor:,4462,fitness:,4462
G:,170,peso:,3472,valor:,4462,fitness:,4462
G:,171,peso:,3472,valor:,4462,fitness:,4462
G:,172,peso:,3472,valor:,4462,fitness:,4462
G:,173,peso:,3472,valor:,4462,fitness:,4462
G:,174,peso:,3472,valor:,4462,fitness:,4462
G:,175,peso:,3476,valor:,4473,fitness:,4473
G:,176,peso:,3476,valor:,4473,fitness:,4473
G:,177,peso:,3476,valor:,4473,fitness:,4473
G:,178,peso:,3476,valor:,4473,fitness:,4473
G:,179,peso:,3476,valor:,4473,fitness:,4473
G:,180,peso:,3476,valor:,4473,fitness:,4473
G:,181,peso:,3476,valor:,4473,fitness:,4473
G:,182,peso:,3476,valor:,4473,fitness:,4473
G:,183,peso:,3476,valor:,4473,fitness:,4473
G:,184,peso:,3476,valor:,4473,fitness:,4473
G:,185,peso:,3476,valor:,4473,fitness:,4473
G:,186,peso:,3476,valor:,4473,fitness:,4473
G:,187,peso:,3476,valor:,4473,fitness:,4473
G:,188,peso:,3476,valor:,4473,fitness:,4473
G:,189,peso:,3476,valor:,4473,fitness:,4473
G:,190,peso:,3476,valor:,4473,fitness:,4473
G:,191,peso:,3476,valor:,4473,fitness:,4473
G:,192,peso:,3476,valor:,4473,fitness:,4473
G:,193,peso:,3476,valor:,4473,fitness:,4473
G:,194,peso:,3476,valor:,4473,fitness:,4473
G:,195,peso:,3476,valor:,4473,fitness:,4473
G:,196,peso:,3476,valor:,4473,fitness:,4473
G:,197,peso:,3476,valor:,4473,fitness:,4473
G:,198,peso:,3476,valor:,4473,fitness:,4473
G:,199,peso:,3476,valor:,4473,fitness:,4473
G:,200,peso:,3476,valor:,4473,fitness:,4473
G:,201,peso:,3476,valor:,4473,fitness:,4473
G:,202,peso:,3476,valor:,4473,fitness:,4473
G:,203,peso:,3476,valor:,4473,fitness:,4473
G:,204,peso:,3476,valor:,4473,fitness:,4473
G:,205,peso:,3476,valor:,4473,fitness:,4473
G:,206,peso:,3476,valor:,4473,fitness:,4473
G:,207,peso:,3476,valor:,4473,fitness:,4473
G:,208,peso:,3476,valor:,4473,fitness:,4473
G:,209,peso:,3476,valor:,4473,fitness:,4473
G:,210,peso:,3476,valor:,4473,fitness:,4473
G:,211,peso:,3476,valor:,4473,fitness:,4473
G:,212,peso:,3476,valor:,4473,fitness:,4473
G:,213,peso:,3476,valor:,4473,fitness:,4473
G:,214,peso:,3476,valor:,4473,fitness:,4473
G:,215,peso:,3476,valor:,4473,fitness:,4473
G:,216,peso:,3476,valor:,4473,fitness:,4473
G:,217,peso:,3476,valor:,4473,fitness:,4473
G:,218,peso:,3476,valor:,4473,fitness:,4473
G:,219,peso:,3476,valor:,4473,fitness:,4473
G:,220,peso:,3476,valor:,4473,fitness:,4473
G:,221,peso:,3476,valor:,4473,fitness:,4473
G:,222,peso:,3477,valor:,4483,fitness:,4483
G:,223,peso:,3477,valor:,4483,fitness:,4483
G:,224,peso:,3477,valor:,4483,fitness:,4483
G:,225,peso:,3477,valor:,4483,fitness:,4483
G:,226,peso:,3477,valor:,4483,fitness:,4483
G:,227,peso:,3477,valor:,4483,fitness:,4483
G:,228,peso:,3477,valor:,4483,fitness:,4483
G:,229,peso:,3477,valor:,4483,fitness:,4483
G:,230,peso:,3477,valor:,4483,fitness:,4483
G:,231,peso:,3477,valor:,4483,fitness:,4483
G:,232,peso:,3477,valor:,4483,fitness:,4483
G:,233,peso:,3477,valor:,4483,fitness:,4483
G:,234,peso:,3477,valor:,4483,fitness:,4483
G:,235,peso:,3477,valor:,4483,fitness:,4483
G:,236,peso:,3477,valor:,4483,fitness:,4483
G:,237,peso:,3477,valor:,4483,fitness:,4483
G:,238,peso:,3477,valor:,4483,fitness:,4483
G:,239,peso:,3477,valor:,4483,fitness:,4483
G:,240,peso:,3478,valor:,4484,fitness:,4484
G:,241,peso:,3478,valor:,4484,fitness:,4484
G:,242,peso:,3478,valor:,4484,fitness:,4484
G:,243,peso:,3478,valor:,4484,fitness:,4484
G:,244,peso:,3478,valor:,4484,fitness:,4484
G:,245,peso:,3478,valor:,4484,fitness:,4484
G:,246,peso:,3478,valor:,4484,fitness:,4484
G:,247,peso:,3478,valor:,4484,fitness:,4484
G:,248,peso:,3478,valor:,4484,fitness:,4484
G:,249,peso:,3478,valor:,4484,fitness:,4484
G:,250,peso:,3478,valor:,4484,fitness:,4484
G:,251,peso:,3478,valor:,4484,fitness:,4484
G:,252,peso:,3478,valor:,4484,fitness:,4484
G:,253,peso:,3478,valor:,4484,fitness:,4484
G:,254,peso:,3478,valor:,4484,fitness:,4484
G:,255,peso:,3478,valor:,4484,fitness:,4484
G:,256,peso:,3478,valor:,4484,fitness:,4484
G:,257,peso:,3478,valor:,4484,fitness:,4484
G:,258,peso:,3478,valor:,4484,fitness:,4484
G:,259,peso:,3478,valor:,4484,fitness:,4484
G:,260,peso:,3478,valor:,4484,fitness:,4484
G:,261,peso:,3478,valor:,4484,fitness:,4484
G:,262,peso:,3478,valor:,4484,fitness:,4484
G:,263,peso:,3478,valor:,4484,fitness:,4484
G:,264,peso:,3478,valor:,4484,fitness:,4484
G:,265,peso:,3478,valor:,4484,fitness:,4484
G:,266,peso:,3478,valor:,4484,fitness:,4484
G:,267,peso:,3478,valor:,4484,fitness:,4484
G:,268,peso:,3478,valor:,4484,fitness:,4484
G:,269,peso:,3478,valor:,4484,fitness:,4484
G:,270,peso:,3478,valor:,4484,fitness:,4484
G:,271,peso:,3478,valor:,4484,fitness:,4484
G:,272,peso:,3478,valor:,4484,fitness:,4484
G:,273,peso:,3478,valor:,4484,fitness:,4484
G:,274,peso:,3478,valor:,4484,fitness:,4484
G:,275,peso:,3478,valor:,4484,fitness:,4484
G:,276,peso:,3441,valor:,4490,fitness:,4490
G:,277,peso:,3441,valor:,4490,fitness:,4490
G:,278,peso:,3441,valor:,4490,fitness:,4490
G:,279,peso:,3441,valor:,4490,fitness:,4490
G:,280,peso:,3441,valor:,4490,fitness:,4490
G:,281,peso:,3441,valor:,4490,fitness:,4490
G:,282,peso:,3441,valor:,4490,fitness:,4490
G:,283,peso:,3441,valor:,4490,fitness:,4490
G:,284,peso:,3441,valor:,4490,fitness:,4490
G:,285,peso:,3441,valor:,4490,fitness:,4490
G:,286,peso:,3441,valor:,4490,fitness:,4490
G:,287,peso:,3441,valor:,4490,fitness:,4490
G:,288,peso:,3441,valor:,4490,fitness:,4490
G:,289,peso:,3441,valor:,4490,fitness:,4490
G:,290,peso:,3441,valor:,4490,fitness:,4490
G:,291,peso:,3441,valor:,4490,fitness:,4490
G:,292,peso:,3441,valor:,4490,fitness:,4490
G:,293,peso:,3453,valor:,4505,fitness:,4505
G:,294,peso:,3453,valor:,4505,fitness:,4505
G:,295,peso:,3453,valor:,4505,fitness:,4505
G:,296,peso:,3453,valor:,4505,fitness:,4505
G:,297,peso:,3453,valor:,4505,fitness:,4505
G:,298,peso:,3453,valor:,4505,fitness:,4505
G:,299,peso:,3453,valor:,4505,fitness:,4505
G:,300,peso:,3453,valor:,4505,fitness:,4505
G:,301,peso:,3453,valor:,4505,fitness:,4505
G:,302,peso:,3453,valor:,4505,fitness:,4505
G:,303,peso:,3453,valor:,4505,fitness:,4505
G:,304,peso:,3453,valor:,4505,fitness:,4505
G:,305,peso:,3453,valor:,4505,fitness:,4505
G:,306,peso:,3453,valor:,4505,fitness:,4505
G:,307,peso:,3453,valor:,4505,fitness:,4505
G:,308,peso:,3453,valor:,4505,fitness:,4505
G:,309,peso:,3453,valor:,4505,fitness:,4505
G:,310,peso:,3453,valor:,4505,fitness:,4505
G:,311,peso:,3453,valor:,4505,fitness:,4505
G:,312,peso:,3453,valor:,4505,fitness:,4505
G:,313,peso:,3453,valor:,4505,fitness:,4505
G:,314,peso:,3453,valor:,4505,fitness:,4505
G:,315,peso:,3453,valor:,4505,fitness:,4505
G:,316,peso:,3453,valor:,4505,fitness:,4505
G:,317,peso:,3453,valor:,4505,fitness:,4505
G:,318,peso:,3444,valor:,4508,fitness:,4508
G:,319,peso:,3444,valor:,4508,fitness:,4508
G:,320,peso:,3444,valor:,4508,fitness:,4508
G:,321,peso:,3444,valor:,4508,fitness:,4508
G:,322,peso:,3444,valor:,4508,fitness:,4508
G:,323,peso:,3444,valor:,4508,fitness:,4508
G:,324,peso:,3444,valor:,4508,fitness:,4508
G:,325,peso:,3444,valor:,4508,fitness:,4508
G:,326,peso:,3444,valor:,4508,fitness:,4508
G:,327,peso:,3444,valor:,4508,fitness:,4508
G:,328,peso:,3444,valor:,4508,fitness:,4508
G:,329,peso:,3444,valor:,4508,fitness:,4508
G:,330,peso:,3444,valor:,4508,fitness:,4508
G:,331,peso:,3444,valor:,4508,fitness:,4508
G:,332,peso:,3444,valor:,4508,fitness:,4508
G:,333,peso:,3444,valor:,4508,fitness:,4508
G:,334,peso:,3444,valor:,4508,fitness:,4508
G:,335,peso:,3444,valor:,4508,fitness:,4508
G:,336,peso:,3463,valor:,4525,fitness:,4525
G:,337,peso:,3463,valor:,4525,fitness:,4525
G:,338,peso:,3463,valor:,4525,fitness:,4525
G:,339,peso:,3463,valor:,4525,fitness:,4525
G:,340,peso:,3463,valor:,4525,fitness:,4525
G:,341,peso:,3463,valor:,4525,fitness:,4525
G:,342,peso:,3466,valor:,4527,fitness:,4527
G:,343,peso:,3466,valor:,4527,fitness:,4527
G:,344,peso:,3466,valor:,4527,fitness:,4527
G:,345,peso:,3466,valor:,4527,fitness:,4527
G:,346,peso:,3466,valor:,4527,fitness:,4527
G:,347,peso:,3466,valor:,4527,fitness:,4527
G:,348,peso:,3466,valor:,4527,fitness:,4527
G:,349,peso:,3466,valor:,4527,fitness:,4527
G:,350,peso:,3466,valor:,4527,fitness:,4527
G:,351,peso:,3466,valor:,4527,fitness:,4527
G:,352,peso:,3466,valor:,4527,fitness:,4527
G:,353,peso:,3466,valor:,4527,fitness:,4527
G:,354,peso:,3466,valor:,4527,fitness:,4527
G:,355,peso:,3466,valor:,4527,fitness:,4527
G:,356,peso:,3466,valor:,4527,fitness:,4527
G:,357,peso:,3466,valor:,4527,fitness:,4527
G:,358,peso:,3466,valor:,4527,fitness:,4527
G:,359,peso:,3466,valor:,4527,fitness:,4527
G:,360,peso:,3466,valor:,4527,fitness:,4527
G:,361,peso:,3466,valor:,4527,fitness:,4527
G:,362,peso:,3466,valor:,4527,fitness:,4527
G:,363,peso:,3466,valor:,4527,fitness:,4527
G:,364,peso:,3466,valor:,4527,fitness:,4527
G:,365,peso:,3466,valor:,4527,fitness:,4527
G:,366,peso:,3466,valor:,4527,fitness:,4527
G:,367,peso:,3466,valor:,4527,fitness:,4527
G:,368,peso:,3466,valor:,4527,fitness:,4527
G:,369,peso:,3466,valor:,4527,fitness:,4527
G:,370,peso:,3466,valor:,4527,fitness:,4527
G:,371,peso:,3466,valor:,4527,fitness:,4527
G:,372,peso:,3466,valor:,4527,fitness:,4527
G:,373,peso:,3466,valor:,4527,fitness:,4527
G:,374,peso:,3466,valor:,4527,fitness:,4527
G:,375,peso:,3466,valor:,4527,fitness:,4527
G:,376,peso:,3466,valor:,4527,fitness:,4527
G:,377,peso:,3466,valor:,4527,fitness:,4527
G:,378,peso:,3466,valor:,4527,fitness:,4527
G:,379,peso:,3466,valor:,4527,fitness:,4527
G:,380,peso:,3466,valor:,4527,fitness:,4527
G:,381,peso:,3466,valor:,4527,fitness:,4527
G:,382,peso:,3466,valor:,4527,fitness:,4527
G:,383,peso:,3466,valor:,4527,fitness:,4527
G:,384,peso:,3466,valor:,4527,fitness:,4527
G:,385,peso:,3466,valor:,4527,fitness:,4527
G:,386,peso:,3466,valor:,4527,fitness:,4527
G:,387,peso:,3466,valor:,4527,fitness:,4527
G:,388,peso:,3466,valor:,4527,fitness:,4527
G:,389,peso:,3466,valor:,4527,fitness:,4527
G:,390,peso:,3466,valor:,4527,fitness:,4527
G:,391,peso:,3466,valor:,4527,fitness:,4527
G:,392,peso:,3466,valor:,4527,fitness:,4527
G:,393,peso:,3466,valor:,4527,fitness:,4527
G:,394,peso:,3466,valor:,4527,fitness:,4527
G:,395,peso:,3466,valor:,4527,fitness:,4527
G:,396,peso:,3466,valor:,4527,fitness:,4527
G:,397,peso:,3476,valor:,4534,fitness:,4534
G:,398,peso:,3476,valor:,4534,fitness:,4534
G:,399,peso:,3476,valor:,4534,fitness:,4534
G:,400,peso:,3476,valor:,4534,fitness:,4534
G:,401,peso:,3476,valor:,4534,fitness:,4534
G:,402,peso:,3476,valor:,4534,fitness:,4534
G:,403,peso:,3476,valor:,4534,fitness:,4534
G:,404,peso:,3476,valor:,4534,fitness:,4534
G:,405,peso:,3476,valor:,4534,fitness:,4534
G:,406,peso:,3476,valor:,4534,fitness:,4534
G:,407,peso:,3476,valor:,4534,fitness:,4534
G:,408,peso:,3476,valor:,4534,fitness:,4534
G:,409,peso:,3476,valor:,4534,fitness:,4534
G:,410,peso:,3476,valor:,4534,fitness:,4534
G:,411,peso:,3476,valor:,4534,fitness:,4534
G:,412,peso:,3476,valor:,4534,fitness:,4534
G:,413,peso:,3476,valor:,4534,fitness:,4534
G:,414,peso:,3476,valor:,4534,fitness:,4534
G:,415,peso:,3476,valor:,4534,fitness:,4534
G:,416,peso:,3476,valor:,4534,fitness:,4534
G:,417,peso:,3476,valor:,4534,fitness:,4534
G:,418,peso:,3476,valor:,4534,fitness:,4534
G:,419,peso:,3476,valor:,4534,fitness:,4534
G:,420,peso:,3476,valor:,4534,fitness:,4534
G:,421,peso:,3476,valor:,4534,fitness:,4534
G:,422,peso:,3476,valor:,4534,fitness:,4534
G:,423,peso:,3476,valor:,4534,fitness:,4534
G:,424,peso:,3476,valor:,4534,fitness:,4534
G:,425,peso:,3476,valor:,4534,fitness:,4534
G:,426,peso:,3476,valor:,4534,fitness:,4534
G:,427,peso:,3476,valor:,4534,fitness:,4534
G:,428,peso:,3476,valor:,4534,fitness:,4534
G:,429,peso:,3476,valor:,4534,fitness:,4534
G:,430,peso:,3476,valor:,4534,fitness:,4534
G:,431,peso:,3476,valor:,4534,fitness:,4534
G:,432,peso:,3476,valor:,4534,fitness:,4534
G:,433,peso:,3476,valor:,4534,fitness:,4534
G:,434,peso:,3476,valor:,4534,fitness:,4534
G:,435,peso:,3476,valor:,4534,fitness:,4534
G:,436,peso:,3476,valor:,4534,fitness:,4534
G:,437,peso:,3476,valor:,4534,fitness:,4534
G:,438,peso:,3476,valor:,4534,fitness:,4534
G:,439,peso:,3476,valor:,4534,fitness:,4534
G:,440,peso:,3476,valor:,4534,fitness:,4534
G:,441,peso:,3476,valor:,4534,fitness:,4534
G:,442,peso:,3476,valor:,4534,fitness:,4534
G:,443,peso:,3476,valor:,4534,fitness:,4534
G:,444,peso:,3476,valor:,4534,fitness:,4534
G:,445,peso:,3476,valor:,4534,fitness:,4534
G:,446,peso:,3476,valor:,4534,fitness:,4534
G:,447,peso:,3476,valor:,4534,fitness:,4534
G:,448,peso:,3476,valor:,4534,fitness:,4534
G:,449,peso:,3476,valor:,4534,fitness:,4534
G:,450,peso:,3476,valor:,4534,fitness:,4534
G:,451,peso:,3476,valor:,4534,fitness:,4534
G:,452,peso:,3476,valor:,4534,fitness:,4534
G:,453,peso:,3476,valor:,4534,fitness:,4534
G:,454,peso:,3476,valor:,4534,fitness:,4534
G:,455,peso:,3476,valor:,4534,fitness:,4534
G:,456,peso:,3476,valor:,4534,fitness:,4534
G:,457,peso:,3476,valor:,4534,fitness:,4534
G:,458,peso:,3476,valor:,4534,fitness:,4534
G:,459,peso:,3476,valor:,4534,fitness:,4534
G:,460,peso:,3476,valor:,4534,fitness:,4534
G:,461,peso:,3476,valor:,4534,fitness:,4534
G:,462,peso:,3476,valor:,4534,fitness:,4534
G:,463,peso:,3476,valor:,4534,fitness:,4534
G:,464,peso:,3476,valor:,4534,fitness:,4534
G:,465,peso:,3476,valor:,4534,fitness:,4534
G:,466,peso:,3476,valor:,4534,fitness:,4534
G:,467,peso:,3476,valor:,4534,fitness:,4534
G:,468,peso:,3476,valor:,4534,fitness:,4534
G:,469,peso:,3476,valor:,4534,fitness:,4534
G:,470,peso:,3476,valor:,4534,fitness:,4534
G:,471,peso:,3476,valor:,4534,fitness:,4534
G:,472,peso:,3476,valor:,4534,fitness:,4534
G:,473,peso:,3476,valor:,4534,fitness:,4534
G:,474,peso:,3476,valor:,4534,fitness:,4534
G:,475,peso:,3476,valor:,4534,fitness:,4534
G:,476,peso:,3476,valor:,4534,fitness:,4534
G:,477,peso:,3476,valor:,4534,fitness:,4534
G:,478,peso:,3476,valor:,4534,fitness:,4534
G:,479,peso:,3476,valor:,4534,fitness:,4534
G:,480,peso:,3476,valor:,4534,fitness:,4534
G:,481,peso:,3476,valor:,4534,fitness:,4534
G:,482,peso:,3476,valor:,4534,fitness:,4534
G:,483,peso:,3476,valor:,4534,fitness:,4534
G:,484,peso:,3476,valor:,4534,fitness:,4534
G:,485,peso:,3476,valor:,4534,fitness:,4534
G:,486,peso:,3476,valor:,4534,fitness:,4534
G:,487,peso:,3476,valor:,4534,fitness:,4534
G:,488,peso:,3476,valor:,4534,fitness:,4534
G:,489,peso:,3476,valor:,4534,fitness:,4534
G:,490,peso:,3476,valor:,4534,fitness:,4534
G:,491,peso:,3476,valor:,4534,fitness:,4534
G:,492,peso:,3476,valor:,4534,fitness:,4534
G:,493,peso:,3476,valor:,4534,fitness:,4534
G:,494,peso:,3476,valor:,4534,fitness:,4534
G:,495,peso:,3476,valor:,4534,fitness:,4534
G:,496,peso:,3476,valor:,4534,fitness:,4534
G:,497,peso:,3476,valor:,4534,fitness:,4534
G:,498,peso:,3476,valor:,4534,fitness:,4534
G:,499,peso:,3476,valor:,4534,fitness:,4534
G:,500,peso:,3476,valor:,4534,fitness:,4534
G:,501,peso:,3476,valor:,4534,fitness:,4534
G:,502,peso:,3476,valor:,4534,fitness:,4534
G:,503,peso:,3476,valor:,4534,fitness:,4534
G:,504,peso:,3476,valor:,4534,fitness:,4534
G:,505,peso:,3476,valor:,4534,fitness:,4534
G:,506,peso:,3476,valor:,4534,fitness:,4534
G:,507,peso:,3476,valor:,4534,fitness:,4534
G:,508,peso:,3476,valor:,4534,fitness:,4534
G:,509,peso:,3476,valor:,4534,fitness:,4534
G:,510,peso:,3476,valor:,4534,fitness:,4534
G:,511,peso:,3476,valor:,4534,fitness:,4534
G:,512,peso:,3476,valor:,4534,fitness:,4534
G:,513,peso:,3476,valor:,4534,fitness:,4534
G:,514,peso:,3476,valor:,4534,fitness:,4534
G:,515,peso:,3476,valor:,4534,fitness:,4534
