g,geracao,p,peso,v,valor,f,fitness
G:,514,peso:,17133,valor:,21400,fitness:,21400
G:,515,peso:,17133,valor:,21400,fitness:,21400
G:,516,peso:,17133,valor:,21400,fitness:,21400
G:,517,peso:,17133,valor:,21400,fitness:,21400
G:,518,peso:,17133,valor:,21400,fitness:,21400
G:,519,peso:,17133,valor:,21400,fitness:,21400
G:,520,peso:,17133,valor:,21400,fitness:,21400
G:,521,peso:,17133,valor:,21400,fitness:,21400
G:,522,peso:,17133,valor:,21400,fitness:,21400
G:,523,peso:,17133,valor:,21400,fitness:,21400
G:,524,peso:,17133,valor:,21400,fitness:,21400
G:,525,peso:,17133,valor:,21400,fitness:,21400
G:,526,peso:,17133,valor:,21400,fitness:,21400
G:,527,peso:,17133,valor:,21400,fitness:,21400
G:,528,peso:,17133,valor:,21400,fitness:,21400
G:,529,peso:,17133,valor:,21400,fitness:,21400
G:,530,peso:,17133,valor:,21400,fitness:,21400
G:,531,peso:,17133,valor:,21400,fitness:,21400
G:,532,peso:,17133,valor:,21400,fitness:,21400
G:,533,peso:,17133,valor:,21400,fitness:,21400
G:,534,peso:,17133,valor:,21400,fitness:,21400
G:,535,peso:,17133,valor:,21400,fitness:,21400
G:,536,peso:,17133,valor:,21400,fitness:,21400
G:,537,peso:,17133,valor:,21400,fitness:,21400
G:,538,peso:,17133,valor:,21400,fitness:,21400
G:,539,peso:,17133,valor:,21400,fitness:,21400
G:,540,peso:,17133,valor:,21400,fitness:,21400
G:,541,peso:,17133,valor:,21400,fitness:,21400
G:,542,peso:,17133,valor:,21400,fitness:,21400
G:,543,peso:,17133,valor:,21400,fitness:,21400
G:,544,peso:,17133,valor:,21400,fitness:,21400
G:,545,peso:,17133,valor:,21400,fitness:,21400
G:,546,peso:,17133,valor:,21400,fitness:,21400
G:,547,peso:,17133,valor:,21400,fitness:,21400
G:,548,peso:,17133,valor:,21400,fitness:,21400
G:,549,peso:,17235,valor:,21446,fitness:,21446
G:,550,peso:,17235,valor:,21446,fitness:,21446
G:,551,peso:,17235,valor:,21446,fitness:,21446
G:,552,peso:,17315,valor:,21518,fitness:,21518
G:,553,peso:,17315,valor:,21518,fitness:,21518
G:,554,peso:,17315,valor:,21518,fitness:,21518
G:,555,peso:,17315,valor:,21518,fitness:,21518
G:,556,peso:,17315,valor:,21518,fitness:,21518
G:,557,peso:,17315,valor:,21518,fitness:,21518
G:,558,peso:,17315,valor:,21518,fitness:,21518
G:,559,peso:,17315,valor:,21518,fitness:,21518
G:,560,peso:,17315,valor:,21518,fitness:,21518
G:,561,peso:,17315,valor:,21518,fitness:,21518
G:,562,peso:,17315,valor:,21518,fitness:,21518
G:,563,peso:,17315,valor:,21518,fitness:,21518
G:,564,peso:,17315,valor:,21518,fitness:,21518
G:,565,peso:,17315,valor:,21518,fitness:,21518
G:,566,peso:,17315,valor:,21518,fitness:,21518
G:,567,peso:,17315,valor:,21518,fitness:,21518
G:,568,peso:,17315,valor:,21518,fitness:,21518
G:,569,peso:,17315,valor:,21518,fitness:,21518
G:,570,peso:,17315,valor:,21518,fitness:,21518
G:,571,peso:,17315,valor:,21518,fitness:,21518
G:,572,peso:,17324,valor:,21533,fitness:,21533
G:,573,peso:,17324,valor:,21533,fitness:,21533
G:,574,peso:,17324,valor:,21533,fitness:,21533
G:,575,peso:,17324,valor:,21533,fitness:,21533
G:,576,peso:,17324,valor:,21533,fitness:,21533
G:,577,peso:,17324,valor:,21533,fitness:,21533
G:,578,peso:,17333,valor:,21562,fitness:,21562
G:,579,peso:,17333,valor:,21562,fitness:,21562
G:,580,peso:,17333,valor:,21562,fitness:,21562
G:,581,peso:,17333,valor:,21562,fitness:,21562
G:,582,peso:,17333,valor:,21562,fitness:,21562
G:,583,peso:,17279,valor:,21564,fitness:,21564
G:,584,peso:,17279,valor:,21564,fitness:,21564
G:,585,peso:,17279,valor:,21564,fitness:,21564
G:,586,peso:,17279,valor:,21564,fitness:,21564
G:,587,peso:,17279,valor:,21564,fitness:,21564
G:,588,peso:,17323,valor:,21575,fitness:,21575
G:,589,peso:,17323,valor:,21575,fitness:,21575
G:,590,peso:,17323,valor:,21575,fitness:,21575
G:,591,peso:,17323,valor:,21575,fitness:,21575
G:,592,peso:,17323,valor:,21575,fitness:,21575
G:,593,peso:,17323,valor:,21575,fitness:,21575
G:,594,peso:,17323,valor:,21575,fitness:,21575
G:,595,peso:,17323,valor:,21575,fitness:,21575
G:,596,peso:,17323,valor:,21575,fitness:,21575
G:,597,peso:,17323,valor:,21575,fitness:,21575
G:,598,peso:,17323,valor:,21575,fitness:,21575
G:,599,peso:,17323,valor:,21575,fitness:,21575
G:,600,peso:,17323,valor:,21575,fitness:,21575
G:,601,peso:,17323,valor:,21575,fitness:,21575
G:,602,peso:,17323,valor:,21575,fitness:,21575
G:,603,peso:,17323,valor:,21575,fitness:,21575
G:,604,peso:,17323,valor:,21575,fitness:,21575
G:,605,peso:,17323,valor:,21575,fitness:,21575
G:,606,peso:,17323,valor:,21575,fitness:,21575
G:,607,peso:,17323,valor:,21575,fitness:,21575
G:,608,peso:,17323,valor:,21575,fitness:,21575
G:,609,peso:,17323,valor:,21575,fitness:,21575
G:,610,peso:,17323,valor:,21575,fitness:,21575
G:,611,peso:,17323,valor:,21575,fitness:,21575
G:,612,peso:,17323,valor:,21575,fitness:,21575
G:,613,peso:,17323,valor:,21575,fitness:,21575
G:,614,peso:,17323,valor:,21575,fitness:,21575
G:,615,peso:,17323,valor:,21575,fitness:,21575
G:,616,peso:,17323,valor:,21575,fitness:,21575
G:,617,peso:,17323,valor:,21575,fitness:,21575
G:,618,peso:,17323,valor:,21575,fitness:,21575
G:,619,peso:,17323,valor:,21575,fitness:,21575
G:,620,peso:,17323,valor:,21575,fitness:,21575
G:,621,peso:,17323,valor:,21575,fitness:,21575
G:,622,peso:,17323,valor:,21575,fitness:,21575
G:,623,peso:,17323,valor:,21575,fitness:,21575
G:,624,peso:,17323,valor:,21575,fitness:,21575
G:,625,peso:,17323,valor:,21575,fitness:,21575
G:,626,peso:,17323,valor:,21575,fitness:,21575
G:,627,peso:,17323,valor:,21575,fitness:,21575
G:,628,peso:,17323,valor:,21575,fitness:,21575
G:,629,peso:,17323,valor:,21575,fitness:,21575
G:,630,peso:,17323,valor:,21575,fitness:,21575
G:,631,peso:,17323,valor:,21575,fitness:,21575
G:,632,peso:,17323,valor:,21575,fitness:,21575
G:,633,peso:,17323,valor:,21575,fitness:,21575
G:,634,peso:,17323,valor:,21575,fitness:,21575
G:,635,peso:,17323,valor:,21575,fitness:,21575
G:,636,peso:,17323,valor:,21575,fitness:,21575
G:,637,peso:,17323,valor:,21575,fitness:,21575
G:,638,peso:,17323,valor:,21575,fitness:,21575
G:,639,peso:,17323,valor:,21575,fitness:,21575
G:,640,peso:,17323,valor:,21575,fitness:,21575
G:,641,peso:,17323,valor:,21575,fitness:,21575
G:,642,peso:,17323,valor:,21575,fitness:,21575
G:,643,peso:,17323,valor:,21575,fitness:,21575
G:,644,peso:,17323,valor:,21575,fitness:,21575
G:,645,peso:,17323,valor:,21575,fitness:,21575
G:,646,peso:,17323,valor:,21575,fitness:,21575
G:,647,peso:,17323,valor:,21575,fitness:,21575
G:,648,peso:,17323,valor:,21575,fitness:,21575
G:,649,peso:,17323,valor:,21575,fitness:,21575
G:,650,peso:,17323,valor:,21575,fitness:,21575
G:,651,peso:,17323,valor:,21575,fitness:,21575
G:,652,peso:,17323,valor:,21575,fitness:,21575
G:,653,peso:,17323,valor:,21575,fitness:,21575
G:,654,peso:,17323,valor:,21575,fitness:,21575
G:,655,peso:,17323,valor:,21575,fitness:,21575
G:,656,peso:,17323,valor:,21575,fitness:,21575
G:,657,peso:,17323,valor:,21575,fitness:,21575
G:,658,peso:,17323,valor:,21575,fitness:,21575
G:,659,peso:,17323,valor:,21575,fitness:,21575
G:,660,peso:,17323,valor:,21575,fitness:,21575
G:,661,peso:,17323,valor:,21575,fitness:,21575
G:,662,peso:,17323,valor:,21575,fitness:,21575
G:,663,peso:,17323,valor:,21575,fitness:,21575
G:,664,peso:,17323,valor:,21575,fitness:,21575
G:,665,peso:,17323,valor:,21575,fitness:,21575
G:,666,peso:,17323,valor:,21575,fitness:,21575
G:,667,peso:,17323,valor:,21575,fitness:,21575
G:,668,peso:,17323,valor:,21575,fitness:,21575
G:,669,peso:,17323,valor:,21575,fitness:,21575
G:,670,peso:,17323,valor:,21575,fitness:,21575
G:,671,peso:,17323,valor:,21575,fitness:,21575
G:,672,peso:,17323,valor:,21575,fitness:,21575
G:,673,peso:,17323,valor:,21575,fitness:,21575
G:,674,peso:,17323,valor:,21575,fitness:,21575
G:,675,peso:,17323,valor:,21575,fitness:,21575
G:,676,peso:,17323,valor:,21575,fitness:,21575
G:,677,peso:,17323,valor:,21575,fitness:,21575
G:,678,peso:,17323,valor:,21575,fitness:,21575
G:,679,peso:,17323,valor:,21575,fitness:,21575
G:,680,peso:,17323,valor:,21575,fitness:,21575
G:,681,peso:,17323,valor:,21575,fitness:,21575
G:,682,peso:,17323,valor:,21575,fitness:,21575
G:,683,peso:,17323,valor:,21575,fitness:,21575
G:,684,peso:,17323,valor:,21575,fitness:,21575
G:,685,peso:,17323,valor:,21575,fitness:,21575
G:,686,peso:,17323,valor:,21575,fitness:,21575
G:,687,peso:,17323,valor:,21575,fitness:,21575
G:,688,peso:,17323,valor:,21575,fitness:,21575
G:,689,peso:,17323,valor:,21575,fitness:,21575
G:,690,peso:,17323,valor:,21575,fitness:,21575
G:,691,peso:,17323,valor:,21575,fitness:,21575
G:,692,peso:,17323,valor:,21575,fitness:,21575
G:,693,peso:,17323,valor:,21575,fitness:,21575
G:,694,peso:,17323,valor:,21575,fitness:,21575
G:,695,peso:,17323,valor:,21575,fitness:,21575
G:,696,peso:,17323,valor:,21575,fitness:,21575
G:,697,peso:,17323,valor:,21575,fitness:,21575
G:,698,peso:,17323,valor:,21575,fitness:,21575
G:,699,peso:,17323,valor:,21575,fitness:,21575
G:,700,peso:,17323,valor:,21575,fitness:,21575
G:,701,peso:,17323,valor:,21575,fitness:,21575
G:,702,peso:,17323,valor:,21575,fitness:,21575
G:,703,peso:,17323,valor:,21575,fitness:,21575
G:,704,peso:,17323,valor:,21575,fitness:,21575
G:,705,peso:,17323,valor:,21575,fitness:,21575
G:,706,peso:,17323,valor:,21575,fitness:,21575
G:,707,peso:,17323,valor:,21575,fitness:,21575
G:,708,peso:,17323,valor:,21575,fitness:,21575
G:,709,peso:,17323,valor:,21575,fitness:,21575
G:,710,peso:,17323,valor:,21575,fitness:,21575
G:,711,peso:,17323,valor:,21575,fitness:,21575
G:,712,peso:,17323,valor:,21575,fitness:,21575
G:,713,peso:,17323,valor:,21575,fitness:,21575
G:,714,peso:,17323,valor:,21575,fitness:,21575
G:,715,peso:,17323,valor:,21575,fitness:,21575
G:,716,peso:,17312,valor:,21643,fitness:,21643
G:,717,peso:,17312,valor:,21643,fitness:,21643
G:,718,peso:,17312,valor:,21643,fitness:,21643
G:,719,peso:,17312,valor:,21643,fitness:,21643
G:,720,peso:,17336,valor:,21672,fitness:,21672
G:,721,peso:,17336,valor:,21672,fitness:,21672
G:,722,peso:,17336,valor:,21672,fitness:,21672
G:,723,peso:,17336,valor:,21672,fitness:,21672
G:,724,peso:,17336,valor:,21672,fitness:,21672
G:,725,peso:,17336,valor:,21672,fitness:,21672
G:,726,peso:,17336,valor:,21672,fitness:,21672
G:,727,peso:,17336,valor:,21672,fitness:,21672
G:,728,peso:,17336,valor:,21672,fitness:,21672
G:,729,peso:,17336,valor:,21672,fitness:,21672
G:,730,peso:,17336,valor:,21672,fitness:,21672
G:,731,peso:,17336,valor:,21672,fitness:,21672
G:,732,peso:,17336,valor:,21672,fitness:,21672
G:,733,peso:,17336,valor:,21672,fitness:,21672
G:,734,peso:,17336,valor:,21672,fitness:,21672
G:,735,peso:,17336,valor:,21672,fitness:,21672
G:,736,peso:,17336,valor:,21672,fitness:,21672
G:,737,peso:,17336,valor:,21672,fitness:,21672
G:,738,peso:,17336,valor:,21672,fitness:,21672
G:,739,peso:,17336,valor:,21672,fitness:,21672
G:,740,peso:,17336,valor:,21672,fitness:,21672
G:,741,peso:,17336,valor:,21672,fitness:,21672
G:,742,peso:,17336,valor:,21672,fitness:,21672
G:,743,peso:,17336,valor:,21672,fitness:,21672
G:,744,peso:,17336,valor:,21672,fitness:,21672
G:,745,peso:,17336,valor:,21672,fitness:,21672
G:,746,peso:,17336,valor:,21672,fitness:,21672
G:,747,peso:,17336,valor:,21672,fitness:,21672
G:,748,peso:,17336,valor:,21672,fitness:,21672
G:,749,peso:,17336,valor:,21672,fitness:,21672
G:,750,peso:,17336,valor:,21672,fitness:,21672
G:,751,peso:,17336,valor:,21672,fitness:,21672
G:,752,peso:,17336,valor:,21672,fitness:,21672
G:,753,peso:,17336,valor:,21672,fitness:,21672
G:,754,peso:,17336,valor:,21672,fitness:,21672
G:,755,peso:,17336,valor:,21672,fitness:,21672
G:,756,peso:,17336,valor:,21672,fitness:,21672
G:,757,peso:,17336,valor:,21672,fitness:,21672
G:,758,peso:,17336,valor:,21672,fitness:,21672
G:,759,peso:,17336,valor:,21672,fitness:,21672
G:,760,peso:,17336,valor:,21672,fitness:,21672
G:,761,peso:,17336,valor:,21672,fitness:,21672
G:,762,peso:,17336,valor:,21672,fitness:,21672
G:,763,peso:,17336,valor:,21672,fitness:,21672
G:,764,peso:,17336,valor:,21672,fitness:,21672
G:,765,peso:,17336,valor:,21672,fitness:,21672
G:,766,peso:,17336,valor:,21672,fitness:,21672
G:,767,peso:,17336,valor:,21672,fitness:,21672
G:,768,peso:,17336,valor:,21672,fitness:,21672
G:,769,peso:,17166,valor:,21686,fitness:,21686
G:,770,peso:,17166,valor:,21686,fitness:,21686
G:,771,peso:,17166,valor:,21686,fitness:,21686
G:,772,peso:,17204,valor:,21697,fitness:,21697
G:,773,peso:,17279,valor:,21729,fitness:,21729
G:,774,peso:,17279,valor:,21729,fitness:,21729
G:,775,peso:,17279,valor:,21729,fitness:,21729
G:,776,peso:,17279,valor:,21729,fitness:,21729
G:,777,peso:,17279,valor:,21729,fitness:,21729
G:,778,peso:,17279,valor:,21729,fitness:,21729
G:,779,peso:,17279,valor:,21729,fitness:,21729
G:,780,peso:,17279,valor:,21729,fitness:,21729
G:,781,peso:,17279,valor:,21729,fitness:,21729
G:,782,peso:,17279,valor:,21729,fitness:,21729
G:,783,peso:,17279,valor:,21729,fitness:,21729
G:,784,peso:,17279,valor:,21729,fitness:,21729
G:,785,peso:,17279,valor:,21729,fitness:,21729
G:,786,peso:,17279,valor:,21729,fitness:,21729
G:,787,peso:,17279,valor:,21729,fitness:,21729
G:,788,peso:,17279,valor:,21729,fitness:,21729
G:,789,peso:,17279,valor:,21729,fitness:,21729
G:,790,peso:,17279,valor:,21729,fitness:,21729
G:,791,peso:,17279,valor:,21729,fitness:,21729
G:,792,peso:,17279,valor:,21729,fitness:,21729
G:,793,peso:,17279,valor:,21729,fitness:,21729
G:,794,peso:,17270,valor:,21764,fitness:,21764
G:,795,peso:,17270,valor:,21764,fitness:,21764
G:,796,peso:,17270,valor:,21764,fitness:,21764
G:,797,peso:,17270,valor:,21764,fitness:,21764
G:,798,peso:,17270,valor:,21764,fitness:,21764
G:,799,peso:,17270,valor:,21764,fitness:,21764
G:,800,peso:,17270,valor:,21764,fitness:,21764
G:,801,peso:,17270,valor:,21764,fitness:,21764
G:,802,peso:,17270,valor:,21764,fitness:,21764
G:,803,peso:,17270,valor:,21764,fitness:,21764
G:,804,peso:,17270,valor:,21764,fitness:,21764
G:,805,peso:,17270,valor:,21764,fitness:,21764
G:,806,peso:,17270,valor:,21764,fitness:,21764
G:,807,peso:,17270,valor:,21764,fitness:,21764
G:,808,peso:,17296,valor:,21818,fitness:,21818
G:,809,peso:,17296,valor:,21818,fitness:,21818
G:,810,peso:,17296,valor:,21818,fitness:,21818
G:,811,peso:,17296,valor:,21818,fitness:,21818
G:,812,peso:,17296,valor:,21818,fitness:,21818
G:,813,peso:,17296,valor:,21818,fitness:,21818
G:,814,peso:,17304,valor:,21844,fitness:,21844
G:,815,peso:,17304,valor:,21844,fitness:,21844
G:,816,peso:,17304,valor:,21844,fitness:,21844
G:,817,peso:,17304,valor:,21844,fitness:,21844
G:,818,peso:,17304,valor:,21844,fitness:,21844
G:,819,peso:,17304,valor:,21844,fitness:,21844
G:,820,peso:,17304,valor:,21844,fitness:,21844
G:,821,peso:,17304,valor:,21844,fitness:,21844
G:,822,peso:,17330,valor:,21848,fitness:,21848
G:,823,peso:,17330,valor:,21848,fitness:,21848
G:,824,peso:,17330,valor:,21848,fitness:,21848
G:,825,peso:,17330,valor:,21848,fitness:,21848
G:,826,peso:,17330,valor:,21848,fitness:,21848
G:,827,peso:,17330,valor:,21848,fitness:,21848
G:,828,peso:,17330,valor:,21848,fitness:,21848
G:,829,peso:,17330,valor:,21848,fitness:,21848
G:,830,peso:,17330,valor:,21848,fitness:,21848
G:,831,peso:,17330,valor:,21848,fitness:,21848
G:,832,peso:,17330,valor:,21848,fitness:,21848
G:,833,peso:,17330,valor:,21848,fitness:,21848
G:,834,peso:,17330,valor:,21848,fitness:,21848
G:,835,peso:,17330,valor:,21848,fitness:,21848
G:,836,peso:,17330,valor:,21848,fitness:,21848
G:,837,peso:,17330,valor:,21848,fitness:,21848
G:,838,peso:,17330,valor:,21848,fitness:,21848
G:,839,peso:,17330,valor:,21848,fitness:,21848
G:,840,peso:,17330,valor:,21848,fitness:,21848
G:,841,peso:,17330,valor:,21848,fitness:,21848
G:,842,peso:,17330,valor:,21848,fitness:,21848
G:,843,peso:,17330,valor:,21848,fitness:,21848
G:,844,peso:,17330,valor:,21848,fitness:,21848
G:,845,peso:,17330,valor:,21848,fitness:,21848
G:,846,peso:,17330,valor:,21848,fitness:,21848
G:,847,peso:,17330,valor:,21848,fitness:,21848
G:,848,peso:,17330,valor:,21848,fitness:,21848
G:,849,peso:,17330,valor:,21848,fitness:,21848
G:,850,peso:,17330,valor:,21848,fitness:,21848
G:,851,peso:,17330,valor:,21848,fitness:,21848
G:,852,peso:,17330,valor:,21848,fitness:,21848
G:,853,peso:,17330,valor:,21848,fitness:,21848
G:,854,peso:,17330,valor:,21848,fitness:,21848
G:,855,peso:,17330,valor:,21848,fitness:,21848
G:,856,peso:,17330,valor:,21848,fitness:,21848
G:,857,peso:,17330,valor:,21848,fitness:,21848
G:,858,peso:,17330,valor:,21848,fitness:,21848
G:,859,peso:,17330,valor:,21848,fitness:,21848
G:,860,peso:,17330,valor:,21848,fitness:,21848
G:,861,peso:,17330,valor:,21848,fitness:,21848
G:,862,peso:,17330,valor:,21848,fitness:,21848
G:,863,peso:,17330,valor:,21848,fitness:,21848
G:,864,peso:,17330,valor:,21848,fitness:,21848
G:,865,peso:,17330,valor:,21848,fitness:,21848
G:,866,peso:,17330,valor:,21848,fitness:,21848
G:,867,peso:,17330,valor:,21848,fitness:,21848
G:,868,peso:,17330,valor:,21848,fitness:,21848
G:,869,peso:,17330,valor:,21848,fitness:,21848
G:,870,peso:,17330,valor:,21848,fitness:,21848
G:,871,peso:,17330,valor:,21848,fitness:,21848
G:,872,peso:,17330,valor:,21848,fitness:,21848
G:,873,peso:,17330,valor:,21848,fitness:,21848
G:,874,peso:,17330,valor:,21848,fitness:,21848
G:,875,peso:,17330,valor:,21848,fitness:,21848
G:,876,peso:,17330,valor:,21848,fitness:,21848
G:,877,peso:,17330,valor:,21848,fitness:,21848
G:,878,peso:,17330,valor:,21848,fitness:,21848
G:,879,peso:,17330,valor:,21848,fitness:,21848
G:,880,peso:,17330,valor:,21848,fitness:,21848
G:,881,peso:,17330,valor:,21848,fitness:,21848
G:,882,peso:,17330,valor:,21848,fitness:,21848
G:,883,peso:,17330,valor:,21848,fitness:,21848
G:,884,peso:,17330,valor:,21848,fitness:,21848
G:,885,peso:,17330,valor:,21848,fitness:,21848
G:,886,peso:,17330,valor:,21848,fitness:,21848
G:,887,peso:,17330,valor:,21848,fitness:,21848
G:,888,peso:,17330,valor:,21848,fitness:,21848
G:,889,peso:,17330,valor:,21848,fitness:,21848
G:,890,peso:,17330,valor:,21848,fitness:,21848
G:,891,peso:,17330,valor:,21848,fitness:,21848
G:,892,peso:,17330,valor:,21848,fitness:,21848
G:,893,peso:,17330,valor:,21848,fitness:,21848
G:,894,peso:,17330,valor:,21848,fitness:,21848
G:,895,peso:,17330,valor:,21848,fitness:,21848
G:,896,peso:,17330,valor:,21848,fitness:,21848
G:,897,peso:,17330,valor:,21848,fitness:,21848
G:,898,peso:,17330,valor:,21848,fitness:,21848
G:,899,peso:,17330,valor:,21848,fitness:,21848
G:,900,peso:,17330,valor:,21848,fitness:,21848
G:,901,peso:,17330,valor:,21848,fitness:,21848
G:,902,peso:,17330,valor:,21848,fitness:,21848
G:,903,peso:,17330,valor:,21848,fitness:,21848
G:,904,peso:,17330,valor:,21848,fitness:,21848
G:,905,peso:,17330,valor:,21848,fitness:,21848
G:,906,peso:,17330,valor:,21848,fitness:,21848
G:,907,peso:,17330,valor:,21848,fitness:,21848
G:,908,peso:,17330,valor:,21848,fitness:,21848
G:,909,peso:,17330,valor:,21848,fitness:,21848
G:,910,peso:,17330,valor:,21848,fitness:,21848
G:,911,peso:,17330,valor:,21848,fitness:,21848
G:,912,peso:,17330,valor:,21848,fitness:,21848
G:,913,peso:,17330,valor:,21848,fitness:,21848
G:,914,peso:,17330,valor:,21848,fitness:,21848
G:,915,peso:,17330,valor:,21848,fitness:,21848
G:,916,peso:,17330,valor:,21848,fitness:,21848
G:,917,peso:,17330,valor:,21848,fitness:,21848
G:,918,peso:,17330,valor:,21848,fitness:,21848
G:,919,peso:,17330,valor:,21848,fitness:,21848
G:,920,peso:,17330,valor:,21848,fitness:,21848
G:,921,peso:,17330,valor:,21848,fitness:,21848
G:,922,peso:,17330,valor:,21848,fitness:,21848
G:,923,peso:,17330,valor:,21848,fitness:,21848
G:,924,peso:,17330,valor:,21848,fitness:,21848
G:,925,peso:,17330,valor:,21848,fitness:,21848
G:,926,peso:,17330,valor:,21848,fitness:,21848
G:,927,peso:,17330,valor:,21848,fitness:,21848
G:,928,peso:,17330,valor:,21848,fitness:,21848
G:,929,peso:,17330,valor:,21848,fitness:,21848
G:,930,peso:,17330,valor:,21848,fitness:,21848
G:,931,peso:,17330,valor:,21848,fitness:,21848
G:,932,peso:,17330,valor:,21848,fitness:,21848
G:,933,peso:,17330,valor:,21848,fitness:,21848
G:,934,peso:,17330,valor:,21848,fitness:,21848
G:,935,peso:,17330,valor:,21848,fitness:,21848
G:,936,peso:,17330,valor:,21848,fitness:,21848
G:,937,peso:,17330,valor:,21848,fitness:,21848
G:,938,peso:,17330,valor:,21848,fitness:,21848
G:,939,peso:,17330,valor:,21848,fitness:,21848
G:,940,peso:,17330,valor:,21848,fitness:,21848
G:,941,peso:,17330,valor:,21848,fitness:,21848
G:,942,peso:,17330,valor:,21848,fitness:,21848
G:,943,peso:,17330,valor:,21848,fitness:,21848
G:,944,peso:,17330,valor:,21848,fitness:,21848
G:,945,peso:,17330,valor:,21848,fitness:,21848
G:,946,peso:,17330,valor:,21848,fitness:,21848
G:,947,peso:,17330,valor:,21848,fitness:,21848
G:,948,peso:,17330,valor:,21848,fitness:,21848
G:,949,peso:,17330,valor:,21848,fitness:,21848
G:,950,peso:,17330,valor:,21848,fitness:,21848
G:,951,peso:,17297,valor:,21869,fitness:,21869
G:,952,peso:,17297,valor:,21869,fitness:,21869
G:,953,peso:,17297,valor:,21869,fitness:,21869
G:,954,peso:,17297,valor:,21869,fitness:,21869
G:,955,peso:,17297,valor:,21869,fitness:,21869
G:,956,peso:,17297,valor:,21869,fitness:,21869
G:,957,peso:,17297,valor:,21869,fitness:,21869
G:,958,peso:,17297,valor:,21869,fitness:,21869
G:,959,peso:,17297,valor:,21869,fitness:,21869
G:,960,peso:,17297,valor:,21869,fitness:,21869
G:,961,peso:,17297,valor:,21869,fitness:,21869
G:,962,peso:,17297,valor:,21869,fitness:,21869
G:,963,peso:,17297,valor:,21869,fitness:,21869
G:,964,peso:,17297,valor:,21869,fitness:,21869
G:,965,peso:,17297,valor:,21869,fitness:,21869
G:,966,peso:,17297,valor:,21869,fitness:,21869
G:,967,peso:,17297,valor:,21869,fitness:,21869
G:,968,peso:,17297,valor:,21869,fitness:,21869
G:,969,peso:,17297,valor:,21869,fitness:,21869
G:,970,peso:,17297,valor:,21869,fitness:,21869
G:,971,peso:,17266,valor:,21872,fitness:,21872
G:,972,peso:,17266,valor:,21872,fitness:,21872
G:,973,peso:,17266,valor:,21872,fitness:,21872
G:,974,peso:,17266,valor:,21872,fitness:,21872
G:,975,peso:,17266,valor:,21872,fitness:,21872
G:,976,peso:,17266,valor:,21872,fitness:,21872
G:,977,peso:,17266,valor:,21872,fitness:,21872
G:,978,peso:,17266,valor:,21872,fitness:,21872
G:,979,peso:,17266,valor:,21872,fitness:,21872
G:,980,peso:,17266,valor:,21872,fitness:,21872
G:,981,peso:,17266,valor:,21872,fitness:,21872
G:,982,peso:,17266,valor:,21872,fitness:,21872
G:,983,peso:,17266,valor:,21872,fitness:,21872
G:,984,peso:,17266,valor:,21872,fitness:,21872
G:,985,peso:,17266,valor:,21872,fitness:,21872
G:,986,peso:,17266,valor:,21872,fitness:,21872
G:,987,peso:,17266,valor:,21872,fitness:,21872
G:,988,peso:,17266,valor:,21872,fitness:,21872
G:,989,peso:,17266,valor:,21872,fitness:,21872
G:,990,peso:,17266,valor:,21872,fitness:,21872
G:,991,peso:,17266,valor:,21872,fitness:,21872
G:,992,peso:,17266,valor:,21872,fitness:,21872
G:,993,peso:,17266,valor:,21872,fitness:,21872
G:,994,peso:,17266,valor:,21872,fitness:,21872
G:,995,peso:,17305,valor:,21971,fitness:,21971
G:,996,peso:,17305,valor:,21971,fitness:,21971
G:,997,peso:,17305,valor:,21971,fitness:,21971
G:,998,peso:,17305,valor:,21971,fitness:,21971
G:,999,peso:,17305,valor:,21971,fitness:,21971
G:,1000,peso:,17305,valor:,21971,fitness:,21971
G:,1001,peso:,17305,valor:,21971,fitness:,21971
G:,1002,peso:,17305,valor:,21971,fitness:,21971
G:,1003,peso:,17248,valor:,21972,fitness:,21972
G:,1004,peso:,17248,valor:,21972,fitness:,21972
G:,1005,peso:,17248,valor:,21972,fitness:,21972
G:,1006,peso:,17248,valor:,21972,fitness:,21972
G:,1007,peso:,17248,valor:,21972,fitness:,21972
G:,1008,peso:,17248,valor:,21972,fitness:,21972
G:,1009,peso:,17248,valor:,21972,fitness:,21972
G:,1010,peso:,17248,valor:,21972,fitness:,21972
G:,1011,peso:,17248,valor:,21972,fitness:,21972
G:,1012,peso:,17248,valor:,21972,fitness:,21972
G:,1013,peso:,17248,valor:,21972,fitness:,21972
G:,1014,peso:,17248,valor:,21972,fitness:,21972
G:,1015,peso:,17248,valor:,21972,fitness:,21972
G:,1016,peso:,17248,valor:,21972,fitness:,21972
G:,1017,peso:,17248,valor:,21972,fitness:,21972
G:,1018,peso:,17248,valor:,21972,fitness:,21972
G:,1019,peso:,17248,valor:,21972,fitness:,21972
G:,1020,peso:,17248,valor:,21972,fitness:,21972
G:,1021,peso:,17248,valor:,21972,fitness:,21972
G:,1022,peso:,17248,valor:,21972,fitness:,21972
G:,1023,peso:,17248,valor:,21972,fitness:,21972
G:,1024,peso:,17248,valor:,21972,fitness:,21972
G:,1025,peso:,17248,valor:,21972,fitness:,21972
G:,1026,peso:,17248,valor:,21972,fitness:,21972
G:,1027,peso:,17248,valor:,21972,fitness:,21972
G:,1028,peso:,17248,valor:,21972,fitness:,21972
G:,1029,peso:,17248,valor:,21972,fitness:,21972
